State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Year,Month,Day,Volatility
Odisha,Bargarh,Attabira APMC,Brinjal,Other,Local,2026-12-03,1600,2000,1800,2026,12,3,400
West Bengal,Paschim Bardhaman,Asansol APMC,Rice,Fine,FAQ,2026-12-03,4675,4885,4850,2026,12,3,210
West Bengal,Paschim Bardhaman,Asansol APMC,Brinjal,Other,FAQ,2026-12-03,2400,2650,2550,2026,12,3,250
Himachal Pradesh,Kangra,SMY Palampur,Banana,Banana - Ripe,Medium,2026-12-03,4800,5000,4900,2026,12,3,200
Himachal Pradesh,Kangra,SMY Palampur,Apple,Apple,Medium,2026-12-03,13500,14000,13800,2026,12,3,500
Himachal Pradesh,Kangra,SMY Palampur,Mousambi(Sweet Lime),Mousambi,Medium,2026-12-03,5200,5500,5300,2026,12,3,300
Himachal Pradesh,Kangra,SMY Palampur,Grapes,Other,Medium,2026-12-03,11000,15000,12500,2026,12,3,4000
Himachal Pradesh,Kangra,SMY Palampur,Tomato,Tomato,FAQ,2026-12-03,2800,3000,2900,2026,12,3,200
Rajasthan,Jalore,Jalore APMC,Ridgeguard(Tori),Other,Local,2026-12-03,1500,2000,1800,2026,12,3,500
Punjab,Tarntaran,Patti APMC,Brinjal,Other,Local,2026-12-03,4500,4500,4500,2026,12,3,0
Punjab,Tarntaran,Patti APMC,Raddish,Raddish,Local,2026-12-03,400,400,400,2026,12,3,0
Uttarakhand,Dehradoon,Vikasnagar APMC,Guava,Other,Medium,2026-12-03,1600,2800,2800,2026,12,3,1200
Uttarakhand,Dehradoon,Vikasnagar APMC,Pomegranate,Other,Medium,2026-12-03,4500,5500,5500,2026,12,3,1000
Uttarakhand,Dehradoon,Vikasnagar APMC,Ginger(Green),Green Ginger,Medium,2026-12-03,2200,2200,2200,2026,12,3,0
Uttarakhand,Dehradoon,Vikasnagar APMC,Cauliflower,Other,Medium,2026-12-03,300,500,500,2026,12,3,200
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Apple,Apple,Grade B,2026-12-03,7300,7300,7300,2026,12,3,0
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,2026-12-03,1700,1700,1700,2026,12,3,0
Kerala,Kottayam,Athirampuzha APMC,Brinjal,Brinjal,FAQ,2026-12-03,2000,2200,2100,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Capsicum,Capsicum,FAQ,2026-12-03,4500,4700,4600,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Colacasia,Other,FAQ,2026-12-03,4500,4700,4600,2026,12,3,200
Kerala,Kottayam,Athirampuzha APMC,Cucumbar(Kheera),Cucumbar,FAQ,2026-12-03,1600,1800,1700,2026,12,3,200
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Green Peas,Green Peas,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,4600,4600,4600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,1600,1600,1600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,2026-12-03,1600,1600,1600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2026-12-03,5600,5600,5600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Green Peas,Green Peas,Local,2026-12-03,5000,5500,5250,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,1000,1500,1250,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,2026-12-03,3000,3600,3300,2026,12,3,600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,2000,2600,2300,2026,12,3,600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,2026-12-03,2000,2600,2300,2026,12,3,600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Tomato,Other,Local,2026-12-03,1600,1600,1600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,2026-12-03,8000,8000,8000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,2026-12-03,6000,6000,6000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,5000,5500,5250,2026,12,3,500
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2026-12-03,6000,6000,6000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,3400,3400,3400,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,5000,5600,5300,2026,12,3,600
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,2026-12-03,6500,6500,6500,2026,12,3,0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,2026-12-03,4500,4500,4500,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,3600,3600,3600,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,1800,1800,1800,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Tamarind Fruit,Tamarind Fruit,Local,2026-12-03,15000,15000,15000,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2026-12-03,4600,4600,4600,2026,12,3,0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2026-12-03,9000,10000,9500,2026,12,3,1000
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Groundnut,Big (With Shell),Local,2026-12-03,7000,7000,7000,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,14000,14000,14000,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Water Melon,Water Melon,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,2500,2500,2500,2026,12,3,0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,2026-12-03,2500,3500,3000,2026,12,3,1000
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,1500,1500,1500,2026,12,3,0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,7000,8000,7500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,2500,2800,2650,2026,12,3,300
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,2026-12-03,4500,5000,4750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Soyabean,Local,Local,2026-12-03,9500,10000,9750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Green Peas,Green Peas,Local,2026-12-03,5500,6000,5750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,2026-12-03,5500,6000,5750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,3000,3500,3250,2026,12,3,500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,2026-12-03,2800,3500,3150,2026,12,3,700
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,2026-12-03,3200,4000,3600,2026,12,3,800
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,2026-12-03,3200,4000,3600,2026,12,3,800
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1200,1500,1350,2026,12,3,300
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,2300,2800,2550,2026,12,3,500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Lime,Lime,Local,2026-12-03,16000,20000,18000,2026,12,3,4000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2026-12-03,5500,7000,6250,2026,12,3,1500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,2026-12-03,4000,4500,4250,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,5500,6000,5750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,2026-12-03,6500,7000,6750,2026,12,3,500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Tomato,Other,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Banana,Poovan,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,2026-12-03,13000,13000,13000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,2026-12-03,8000,8000,8000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,2026-12-03,4000,6000,5000,2026,12,3,2000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,7000,8000,7500,2026,12,3,1000
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,2026-12-03,5000,5000,5000,2026,12,3,0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,2026-12-03,2400,2400,2400,2026,12,3,0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,2800,2800,2800,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,2026-12-03,2000,2000,2000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,4000,4000,4000,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,2026-12-03,10000,12000,11000,2026,12,3,2000
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,2026-12-03,2600,2600,2600,2026,12,3,0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2026-12-03,3000,3000,3000,2026,12,3,0
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Tomato,Local,Local,2026-12-03,1200,1500,1350,2026,12,3,300
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,2026-12-03,3500,4000,3750,2026,12,3,500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Onion,Bellary,Local,2026-12-03,2000,2500,2250,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Brinjal,Other,Local,2026-12-03,4000,5000,4500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,2026-12-03,5000,6000,5500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,2026-12-03,7000,8000,7500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,2026-12-03,3000,4000,3500,2026,12,3,1000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,2026-12-03,1500,2000,1750,2026,12,3,500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2026-12-03,2000,3000,2500,2026,12,3,1000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,2026-12-03,2500,3000,2750,2026,12,3,500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,2026-12-03,1200,1500,1350,2026,12,3,300
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,2026-12-03,7500,8000,7750,2026,12,3,500
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,2026-12-03,3500,4000,3750,2026,12,3,500
